mnemonic,% who gave national identity as British,% who gave national identity as English,% who gave national identity as Irish,% who gave national identity as Other,% who gave national identity as Scottish,% who gave national identity as Welsh,Percentage of population who are white UK born,Percentage of population who are white not UK born,Percentage of population who are ethnic minority UK born,Percentage of population who are ethnic minority not UK born,Percentage of population aged 16-64 who are white UK born,Percentage of  population aged 16-64 who are white not UK born,Percentage of  population aged 16-64 who are ethnic minority UK born,Percentage of  population aged 16-64 who are ethnic minority not UK born,Employment rate - aged 16-64 white UK born,Employment rate - aged 16-64 white not UK born,Employment rate - aged 16-64 ethnic minority UK born,Employment rate - aged 16-64 ethnic minority not UK born,Unemployment rate  - aged 16+ white UK born,Unemployment rate  - aged 16+ white not UK born,Unemployment rate  - aged 16+ ethnic minority UK born,Unemployment rate  - aged 16+ ethnic minority not UK born,Economic inactivity rate - aged 16-64 white UK born,Economic inactivity rate - aged 16-64 white not UK born,Economic inactivity rate - aged 16-64 ethnic minority UK born,Economic inactivity rate - aged 16-64 ethnic minority not UK born,Economic activity rate - aged 16-64,Employment rate - aged 16-64,Unemployment rate - aged 16-64,"% all in employment who are - 1: managers, directors and senior officials (SOC2010)",% all in employment who are - 2: professional occupations (SOC2010),% all in employment who are - 3: associate prof & tech occupations (SOC2010),% all in employment who are - 4: administrative and secretarial occupations (SOC2010),% all in employment who are - 5: skilled trades occupations (SOC2010),"% all in employment who are - 6: caring, leisure and other service occupations (SOC2010)",% all in employment who are - 7: sales and customer service occupations (SOC2010),"% all in employment who are - 8: process, plant and machine operatives (SOC2010)",% all in employment who are - 9: elementary occupations (SOC2010),Percentage of population who are white UK national,Percentage of population who are white not UK national,Percentage of population who are ethnic minority UK national,Percentage of population who are ethnic minority not UK national,Percentage of  population aged 16-64 who are white UK national,Percentage of  population aged 16-64 who are white not UK national,Percentage of  population aged 16-64 who are ethnic minority UK national,Percentage of  population aged 16-64 who are ethnic minority not UK national,Employment rate - aged 16-64 white UK national,Employment rate - aged 16-64 white not UK national,Employment rate - aged 16-64 ethnic minority UK national,Employment rate - aged 16-64 ethnic minority not UK national,Unemployment rate  - aged 16+ white UK national,Unemployment rate  - aged 16+ white not UK national,Unemployment rate  - aged 16+ ethnic minority UK national,Unemployment rate  - aged 16+ ethnic minority not UK national,Economic inactivity rate - aged 16-64 white UK national,Economic inactivity rate - aged 16-64 white not UK national,Economic inactivity rate - aged 16-64 ethnic minority UK national,Economic inactivity rate - aged 16-64 ethnic minority not UK national
E07000029,70.4,34.2,!,1.9,!,!,97.1,2.2,!,!,96.4,2.5,!,!,72.4,76.1,!,!,9.0,!,!,!,20.1,!,!,!,80.0,72.8,9.0,6.9,16.7,13.1,9.7,20.9,7.0,5.7,8.2,10.9,98.2,1.1,!,!,97.7,!,!,!,72.2,!,!,!,9.0,!,!,!,20.4,!,!,!
E07000030,55.5,51.5,!,!,!,!,99.2,!,!,!,98.7,!,!,!,85.2,!,!,!,!,!,!,!,13.5,!,!,!,86.6,85.4,!,14.0,15.9,10.4,9.7,15.3,9.3,7.1,5.6,13.0,100.0,!,!,!,100.0,!,!,!,85.4,!,!,!,!,!,!,!,13.4,!,!,!
E07000031,52.9,56.1,!,3.0,3.1,0.9,95.4,4.0,!,!,93.2,6.3,!,!,79.7,94.5,!,!,3.0,!,!,!,17.7,!,!,!,83.2,80.7,3.0,12.8,13.8,15.8,6.2,17.2,8.9,8.8,4.1,12.4,97.2,2.2,!,!,95.7,3.8,!,!,80.2,90.9,!,!,2.9,!,!,!,17.2,!,!,!
E08000001,51.1,52.4,!,7.7,0.7,0.2,79.7,2.7,9.8,7.8,79.8,2.9,6.2,10.5,73.1,69.7,59.8,58.2,5.8,!,15.3,9.2,22.3,24.0,29.4,35.8,75.7,70.4,7.0,9.8,17.6,11.5,12.4,9.4,11.9,8.4,7.9,11.1,79.6,2.8,14.4,3.2,80.0,2.7,12.6,4.1,73.0,70.8,61.7,50.1,5.9,!,13.1,!,22.2,25.4,28.9,47.2
E08000002,54.3,52.0,!,4.4,0.7,0.4,84.7,3.6,5.9,5.8,82.8,3.8,5.5,7.8,72.6,71.6,65.2,62.1,4.8,!,10.9,11.2,23.5,25.2,26.9,29.7,75.8,71.4,5.8,8.8,20.0,14.8,14.5,8.7,8.5,8.1,7.7,9.1,86.0,2.3,9.2,2.5,84.1,2.5,9.6,3.6,72.8,67.3,66.9,54.2,4.8,!,7.8,20.6,23.5,27.8,27.3,31.7
E08000003,57.1,34.5,!,20.7,0.8,0.6,56.5,7.1,16.9,19.5,57.1,8.6,10.9,23.1,66.4,69.7,59.5,52.4,6.5,4.9,12.1,12.1,28.8,26.7,32.4,40.3,68.2,62.6,8.2,9.0,23.0,13.7,8.4,7.5,10.3,8.9,6.4,12.1,57.6,6.1,25.5,10.7,58.5,7.2,22.0,11.9,66.2,71.9,58.7,48.1,6.4,5.6,11.6,12.3,29.1,23.8,33.6,45.1
E08000004,45.0,57.4,!,8.2,0.5,0.3,71.0,3.0,14.1,11.9,71.7,3.3,8.6,16.3,69.0,58.1,48.7,55.9,6.7,18.5,14.4,10.7,25.9,28.7,43.1,37.4,70.7,64.8,8.3,9.6,15.6,13.0,9.9,12.4,9.8,8.0,8.7,12.4,71.5,2.4,20.9,5.1,72.6,2.5,18.1,6.8,68.8,61.9,54.9,49.5,6.8,18.2,8.4,20.7,26.0,24.4,40.1,37.6
E08000005,49.3,52.9,!,8.2,0.6,0.1,74.7,4.5,11.4,9.4,73.3,5.0,9.5,12.1,68.3,80.8,48.8,47.0,6.7,6.2,17.8,7.2,26.8,13.9,40.6,49.3,69.8,64.5,7.6,8.7,16.3,11.6,9.1,10.2,10.8,10.9,9.7,11.6,75.3,3.9,16.2,4.6,74.1,4.3,16.6,5.1,68.8,74.6,45.7,54.8,6.4,10.8,13.4,9.0,26.5,16.4,47.3,39.6
E08000006,50.5,52.2,!,14.7,0.7,0.7,81.0,7.6,4.4,7.1,78.4,9.6,3.1,8.6,71.6,68.6,66.7,55.8,7.1,14.4,!,11.6,22.8,19.9,26.0,36.9,76.2,69.7,8.6,8.9,15.1,12.7,10.1,7.6,9.8,13.4,7.6,14.5,81.2,7.4,5.8,5.7,79.5,8.6,5.1,6.5,71.4,69.8,60.0,57.7,7.0,15.7,!,14.2,23.0,17.3,35.6,32.7
E08000007,60.0,56.3,!,5.5,0.9,0.6,89.1,4.0,3.8,3.1,88.1,4.5,3.0,4.4,78.3,82.4,71.9,62.5,4.8,7.9,!,21.5,17.7,9.7,24.6,20.5,82.4,77.6,5.8,12.8,22.9,12.7,11.6,8.5,9.6,10.1,4.9,6.4,90.4,2.6,5.3,1.6,89.4,3.2,5.2,2.2,78.3,83.3,71.8,53.1,4.9,!,!,36.2,17.5,11.0,24.5,16.7
E08000008,47.7,57.5,!,8.0,0.6,0.1,83.6,5.2,6.0,5.2,83.7,6.1,3.6,6.6,72.1,72.3,57.6,61.7,4.5,!,!,16.5,24.4,27.7,37.5,26.0,74.8,70.9,5.2,9.2,15.3,13.0,12.0,11.8,9.4,9.8,7.1,12.2,84.9,3.9,8.4,2.8,85.0,4.8,6.9,3.3,72.1,73.1,58.1,64.6,4.4,!,9.5,20.9,24.5,26.9,35.7,18.3
E08000009,62.5,53.2,!,9.7,0.8,0.9,77.5,4.8,9.8,7.9,77.2,5.6,7.5,9.8,79.8,82.4,70.1,75.2,4.6,!,9.0,!,16.5,13.8,23.0,22.6,82.6,78.8,4.6,10.8,31.5,15.3,11.0,6.9,6.4,8.7,2.4,6.9,78.6,3.7,14.8,2.9,78.4,4.3,14.0,3.3,79.7,85.6,73.9,69.1,4.5,!,5.7,!,16.6,9.6,21.6,27.8
E08000010,51.4,59.6,!,4.5,0.4,0.2,93.1,3.4,1.3,2.2,92.6,3.9,0.7,2.7,77.3,86.2,71.4,56.6,5.3,!,!,!,18.4,13.8,!,39.7,81.3,77.1,5.2,8.9,14.1,13.3,11.1,12.1,9.8,7.9,9.8,11.9,93.6,3.0,2.1,1.4,93.3,3.2,1.9,1.6,77.5,83.3,71.2,46.2,5.2,!,!,!,18.2,16.7,23.1,47.5
E07000117,50.1,48.2,!,10.1,!,!,81.4,7.7,6.7,4.3,81.3,8.6,2.5,6.7,74.2,81.1,!,35.6,3.7,!,!,!,22.9,!,!,64.4,75.8,71.4,5.7,3.1,14.9,13.4,6.2,13.3,11.8,8.8,8.6,20.0,82.5,6.5,9.4,1.6,82.6,7.2,6.7,2.5,73.8,86.6,38.4,!,3.7,!,!,!,23.3,!,47.7,!
E07000118,42.8,63.4,!,4.3,!,!,94.2,4.0,!,!,94.1,3.8,!,!,80.2,84.4,!,!,!,!,!,!,19.2,!,!,!,81.4,80.8,!,9.6,18.9,16.3,18.7,15.9,10.0,2.3,2.5,5.8,94.9,3.3,!,!,94.7,3.2,!,!,79.7,100.0,!,!,!,!,!,!,19.7,!,!,!
E07000119,46.4,65.1,!,4.8,!,!,91.4,5.9,!,1.7,91.2,7.3,!,!,78.7,80.0,!,!,3.3,!,!,!,18.4,!,!,!,81.2,78.5,3.3,10.3,17.4,11.9,9.0,16.1,7.5,11.2,3.6,13.0,93.3,4.0,!,1.7,93.9,4.6,!,!,77.8,100.0,!,!,3.3,!,!,!,19.4,!,!,!
E07000120,45.8,65.3,!,8.4,!,!,80.7,4.4,7.0,7.9,78.1,6.2,4.0,11.7,74.0,67.8,100.0,56.7,5.0,!,!,!,22.1,!,!,35.9,76.6,72.6,5.1,9.4,16.3,6.8,11.1,7.1,11.0,8.6,12.7,17.1,80.0,5.1,10.2,4.7,78.1,6.2,9.1,6.6,74.0,67.8,82.0,48.0,5.0,!,!,!,22.1,!,!,38.8
E07000121,55.2,69.6,!,5.6,!,!,91.3,4.1,!,3.9,88.2,5.4,!,5.8,71.8,78.3,!,55.2,2.5,!,!,!,26.4,!,!,44.8,73.0,70.7,3.2,9.4,28.5,11.3,7.4,9.0,13.1,6.5,5.3,9.6,92.6,2.8,2.1,2.6,90.0,3.6,2.8,3.7,71.5,87.3,75.5,!,2.4,!,!,!,26.6,!,!,70.6
E07000122,61.7,37.4,!,10.1,!,!,77.0,5.2,9.7,8.2,75.8,6.8,6.9,10.5,81.7,74.9,55.7,31.8,4.4,!,!,!,14.5,!,44.3,60.0,77.9,74.2,4.8,7.3,11.7,5.0,5.7,18.9,15.4,7.8,10.4,17.8,77.5,4.7,12.2,5.6,76.7,5.9,9.4,8.0,80.7,86.4,49.8,31.3,4.4,!,!,!,15.5,!,50.2,57.9
E07000123,54.0,48.9,!,11.2,1.5,!,74.7,6.0,10.1,9.3,73.3,8.2,6.9,11.6,72.2,76.9,64.0,46.4,3.9,!,!,!,24.8,17.2,20.7,53.6,72.8,69.0,5.2,8.4,15.0,7.4,10.8,12.2,8.3,11.5,9.3,17.2,75.0,5.7,14.3,5.0,74.2,7.3,11.3,7.2,71.3,86.5,54.4,50.8,4.7,!,!,!,25.1,!,36.3,49.2
E07000124,57.3,56.7,!,!,!,!,98.4,!,!,!,97.4,!,!,!,85.4,!,!,!,!,!,!,!,12.9,!,!,!,87.4,85.8,!,23.0,13.8,15.7,9.5,15.0,11.8,4.3,!,5.4,99.2,!,!,!,98.6,!,!,!,85.6,!,!,!,!,!,!,!,12.8,!,!,!
E07000125,52.4,56.8,!,2.2,!,!,91.7,3.7,4.0,!,93.7,2.5,2.8,!,73.1,!,!,!,!,!,!,!,25.0,!,!,!,74.7,73.0,!,10.9,21.7,14.2,11.4,16.6,9.8,9.7,!,5.6,93.2,2.2,4.6,!,94.5,!,3.8,!,73.4,!,72.3,!,!,!,!,!,24.8,!,!,!
E07000126,58.9,65.7,!,!,!,1.3,96.7,1.2,1.4,!,95.7,1.9,!,!,77.5,100.0,!,!,4.0,!,!,!,19.2,!,!,!,81.6,78.5,3.9,9.7,14.9,12.8,12.5,13.2,9.1,9.0,8.3,9.8,97.5,!,2.1,!,96.9,!,2.4,!,77.8,!,100.0,!,4.0,!,!,!,19.0,!,!,!
E07000127,42.6,57.7,!,7.3,!,!,92.3,6.4,!,1.3,89.4,9.1,!,!,64.5,92.2,!,!,4.9,!,!,!,32.1,!,!,!,70.6,67.5,4.4,6.2,15.6,12.5,11.9,7.3,13.9,5.5,11.9,15.2,92.3,6.4,!,!,89.4,9.1,!,!,64.5,92.2,!,!,4.9,!,!,!,32.1,!,!,!
E07000128,50.1,68.4,!,1.1,!,!,97.7,!,!,!,96.8,!,!,!,70.9,!,!,!,!,!,!,!,27.8,!,!,!,71.8,70.5,!,10.2,17.4,16.1,17.5,8.3,10.7,7.1,!,9.8,98.5,!,!,!,98.0,!,!,!,71.2,!,!,!,!,!,!,!,27.4,!,!,!
E08000011,38.6,67.6,!,2.3,0.3,0.2,95.4,2.3,1.2,1.0,94.9,2.7,0.9,1.4,68.5,83.3,57.6,72.6,6.6,10.7,!,!,26.5,!,!,27.4,73.8,68.8,6.7,5.3,14.0,11.0,10.7,12.6,14.1,10.6,9.7,11.5,95.9,1.8,1.6,0.6,95.4,2.2,1.4,0.9,68.6,83.0,68.7,64.4,6.6,13.2,!,!,26.5,!,31.3,35.6
E08000012,41.8,55.4,!,10.9,0.6,0.7,84.1,3.6,4.7,7.6,81.7,4.3,3.9,9.3,64.3,64.0,38.3,38.6,5.5,12.4,21.1,16.3,31.8,27.0,51.1,53.8,65.6,60.4,7.8,7.3,22.7,12.6,11.0,8.2,8.0,9.6,7.2,12.9,84.7,3.0,5.4,6.8,82.4,3.6,5.1,8.0,64.3,64.5,44.5,34.6,5.6,11.5,15.1,20.0,31.8,27.1,47.4,56.6
E08000013,46.5,63.1,!,2.0,0.5,!,97.0,1.8,0.8,0.4,96.3,2.2,0.8,0.7,69.1,81.9,57.4,100.0,7.1,!,!,!,25.4,18.1,42.6,!,74.8,69.5,7.1,7.4,17.2,8.8,14.7,14.5,9.6,9.2,6.5,12.0,97.4,1.4,1.0,0.2,97.2,1.4,1.2,0.3,69.0,92.9,72.3,100.0,7.1,!,!,!,25.5,!,27.7,!
E08000014,45.6,59.8,!,4.4,0.9,0.3,93.4,4.0,1.6,1.1,91.6,5.2,1.7,1.5,74.5,62.6,64.5,53.6,3.5,!,!,!,22.7,32.6,35.5,46.4,76.2,73.4,3.6,10.8,18.6,14.6,14.3,8.4,9.5,8.4,5.7,9.4,94.4,2.9,1.9,0.8,93.1,3.7,2.4,0.9,74.3,62.2,64.7,44.8,3.6,!,!,!,22.8,34.4,35.3,55.2
E08000015,58.3,50.6,!,3.3,0.5,0.7,93.8,2.6,2.1,1.5,93.5,2.8,1.5,2.1,69.8,64.2,84.1,63.1,3.9,!,!,!,27.2,31.6,!,36.9,72.5,69.7,3.9,8.9,22.1,12.6,14.1,8.3,9.9,8.2,6.2,9.4,94.2,2.2,2.7,0.9,93.9,2.4,2.2,1.4,69.6,70.9,83.8,53.2,3.9,!,!,!,27.4,24.2,16.2,46.8
E06000011,39.7,70.2,!,1.9,1.1,0.7,95.4,3.3,0.7,0.6,94.4,4.6,!,0.8,76.4,78.7,!,55.3,4.0,8.9,!,!,20.3,13.4,!,!,79.9,76.3,4.5,9.3,18.4,14.5,11.7,12.8,8.8,5.7,7.4,11.1,96.9,1.8,1.1,0.2,96.7,2.3,0.7,0.3,76.3,84.5,48.1,!,4.2,!,!,!,20.2,!,!,!
E06000010,41.0,69.8,!,9.7,0.5,0.3,87.4,5.1,2.6,4.9,85.9,6.7,0.6,6.7,67.1,68.4,84.8,60.3,8.7,6.0,!,8.0,26.5,27.3,!,34.4,73.1,66.9,8.5,4.4,15.3,7.9,10.1,12.9,11.8,10.0,10.0,16.6,87.7,4.8,3.2,4.3,86.8,5.8,2.1,5.2,66.9,72.0,79.8,55.2,8.8,!,!,!,26.6,24.6,15.3,40.0
E06000012,40.1,71.2,!,3.8,1.2,0.6,94.2,3.8,0.7,1.2,93.3,4.9,!,1.6,71.5,67.2,!,55.9,8.2,11.2,!,!,22.4,24.1,!,38.8,77.2,71.0,8.0,9.8,11.2,10.0,9.9,13.4,11.0,8.7,12.8,12.7,95.5,2.6,1.1,0.9,95.1,3.1,0.6,1.2,71.5,65.4,71.8,46.6,8.1,13.9,!,!,22.5,23.7,!,46.2
E06000013,39.2,68.1,!,5.5,1.1,0.4,92.6,4.7,1.2,1.5,90.6,6.6,0.7,2.0,71.7,73.2,86.3,61.3,3.5,11.8,!,!,25.6,17.0,!,38.7,74.7,71.6,4.1,11.2,12.9,10.0,9.7,13.2,9.8,8.5,13.7,10.5,92.8,4.5,1.7,1.0,91.4,5.7,1.5,1.2,72.0,69.1,69.8,66.1,3.4,13.9,!,!,25.3,19.7,30.2,33.9
E06000014,56.2,51.0,!,7.4,1.5,0.3,89.0,6.3,1.4,3.3,85.9,8.0,1.4,4.6,76.7,75.3,68.3,74.9,4.0,4.9,!,!,20.0,20.8,18.3,21.5,79.8,76.3,4.3,11.0,23.0,14.0,9.1,9.9,7.7,8.5,4.6,12.3,90.8,4.4,2.8,1.9,88.1,5.8,3.4,2.6,76.9,72.7,74.8,71.6,4.1,!,9.6,!,19.8,24.6,17.3,25.3
E07000163,46.5,68.7,!,4.4,4.3,!,94.9,5.1,!,!,95.6,4.4,!,!,76.6,100.0,!,!,!,!,!,!,23.4,!,!,!,77.6,77.6,!,20.0,25.5,13.0,8.1,12.8,4.9,4.8,!,8.4,96.7,3.3,!,!,97.6,2.4,!,!,77.1,100.0,!,!,!,!,!,!,22.9,!,!,!
E07000164,49.1,59.4,!,2.3,4.9,!,97.9,2.1,!,!,95.6,3.5,!,!,83.6,100.0,!,!,3.3,!,!,!,14.4,!,!,!,85.4,83.4,!,12.2,15.6,11.5,11.8,21.1,9.2,5.0,4.3,9.3,100.0,!,!,!,99.1,!,!,!,84.2,!,!,!,3.2,!,!,!,13.9,!,!,!
E07000165,54.1,55.7,!,9.7,1.8,0.6,90.1,6.9,!,2.5,86.5,9.7,!,3.5,79.3,84.0,!,69.1,2.5,!,!,!,18.4,16.0,!,30.9,81.4,79.5,2.4,19.2,17.7,16.6,7.3,9.9,8.6,9.6,2.1,8.6,90.4,6.7,1.4,1.5,88.7,7.5,2.4,1.4,79.5,83.8,69.5,75.8,2.4,!,!,!,18.4,16.2,!,!
E07000166,79.4,22.5,!,4.6,!,!,89.8,6.5,!,2.7,87.1,9.7,!,!,87.0,59.9,!,!,!,!,!,!,11.7,40.1,!,!,85.9,84.8,!,8.8,9.4,19.4,7.1,14.6,19.2,4.4,5.0,12.2,92.9,3.4,!,!,91.0,5.8,!,!,87.5,!,!,!,!,!,!,!,11.2,66.7,!,!
E07000167,51.3,67.5,!,!,1.8,!,97.1,2.3,!,!,96.7,!,!,!,78.6,!,!,!,3.6,!,!,!,19.2,!,!,!,81.5,79.3,!,8.7,16.7,8.1,8.3,23.2,10.6,5.5,8.3,10.6,98.8,!,!,!,98.0,!,!,!,78.9,!,!,!,3.5,!,!,!,18.9,!,!,!
E07000168,45.5,64.8,!,4.6,!,!,92.1,5.4,!,2.0,90.6,6.1,!,3.3,78.9,89.8,!,82.7,!,!,!,!,20.3,!,!,!,80.4,79.7,!,10.6,16.1,14.7,7.7,20.0,7.9,9.8,6.7,6.4,93.9,3.7,1.6,!,92.4,4.3,1.9,!,79.3,85.4,!,!,!,!,!,!,19.9,!,!,!
E07000169,47.8,69.8,!,3.7,!,!,96.0,3.5,!,!,94.1,5.2,!,!,81.5,64.0,!,!,!,!,!,!,16.8,!,!,!,82.4,80.0,2.9,14.6,22.2,7.3,8.6,14.5,8.4,9.2,7.3,8.0,95.9,3.7,!,!,94.1,5.2,!,!,81.5,64.0,!,!,!,!,!,!,16.8,!,!,!
E08000016,53.7,63.5,!,4.4,0.3,0.3,93.9,3.6,0.8,1.7,92.4,4.5,0.3,2.5,72.5,75.7,!,77.4,6.6,!,!,!,22.3,22.6,!,22.6,77.7,72.8,6.3,7.4,12.0,11.7,11.0,11.3,10.1,11.5,9.1,15.1,94.7,2.9,1.0,1.4,93.7,3.3,0.9,1.9,72.3,82.8,78.0,75.7,6.6,!,!,!,22.6,14.9,!,24.3
E08000017,56.4,52.4,!,6.3,0.9,0.4,92.0,5.0,1.3,1.6,91.0,6.1,0.9,2.0,69.7,83.2,48.7,66.4,7.6,7.7,!,!,24.3,9.8,!,33.6,76.4,70.3,7.9,8.8,11.7,12.7,13.3,11.5,10.3,7.6,9.1,13.8,92.5,4.5,1.6,1.4,91.9,5.2,1.4,1.4,70.0,80.3,68.4,53.4,7.5,9.3,!,!,24.0,11.5,!,46.6
E08000018,35.3,71.4,!,2.1,1.0,0.3,92.9,0.9,3.6,2.6,92.6,0.8,3.0,3.5,72.9,78.7,55.1,63.1,5.9,!,!,!,22.4,!,44.9,31.2,76.7,72.0,6.1,9.7,14.5,10.6,11.6,11.7,11.5,10.3,7.5,11.4,93.4,0.5,4.3,1.9,92.8,0.6,4.2,2.3,73.0,72.5,62.4,53.8,5.9,!,!,!,22.3,!,37.6,37.6
E08000019,43.0,62.5,!,8.3,1.0,0.7,81.9,2.5,7.3,8.3,81.2,3.2,5.1,10.4,74.0,74.2,49.2,50.0,6.3,!,29.8,17.0,20.9,25.8,29.8,39.4,76.5,70.2,8.2,7.1,24.2,12.3,11.4,8.2,8.4,7.1,8.6,11.9,82.4,2.0,10.3,5.2,82.2,2.3,9.2,6.3,73.9,77.8,52.9,44.5,6.3,!,23.9,17.3,21.0,22.2,30.2,45.9
E08000032,56.8,46.8,!,10.8,0.6,0.4,67.0,5.1,16.8,11.1,66.0,6.2,14.6,13.2,71.6,72.6,50.1,48.2,7.7,12.7,17.9,11.4,22.0,16.7,38.9,45.6,72.7,65.4,10.0,8.5,15.9,12.3,11.1,10.9,10.7,6.9,9.4,13.6,67.9,4.2,25.0,3.0,67.0,5.1,24.5,3.3,71.8,70.1,50.6,38.8,7.7,14.0,15.1,!,21.8,18.6,40.3,55.1
E08000033,55.5,50.1,!,6.9,0.6,0.3,86.9,5.1,4.7,3.4,84.9,6.3,4.0,4.6,77.2,79.4,67.8,54.6,3.0,10.9,!,25.1,20.5,10.8,26.5,26.6,79.6,75.9,4.7,11.7,20.3,15.3,9.7,10.0,8.3,5.2,7.2,11.6,88.5,3.5,6.5,1.6,87.0,4.2,6.3,2.3,77.3,78.5,62.0,57.1,3.1,13.3,15.9,20.6,20.3,9.4,26.0,28.1
E08000034,56.6,49.0,!,6.8,0.7,0.2,76.3,2.7,12.5,8.4,74.5,3.4,10.6,11.5,74.8,69.0,62.1,49.1,3.5,!,8.7,10.8,22.5,27.3,32.0,44.8,73.8,70.3,4.7,10.6,20.0,10.9,9.8,11.2,8.9,7.3,10.6,10.4,77.0,2.0,17.8,3.2,75.5,2.5,17.7,4.3,74.9,62.5,56.7,49.6,3.7,!,8.7,14.5,22.2,37.5,37.8,42.0
E08000035,55.1,51.1,!,9.9,0.8,0.5,81.2,4.4,7.6,6.7,80.1,5.5,5.8,8.5,77.1,76.0,63.8,64.0,4.9,5.6,13.9,7.7,18.9,19.4,25.8,30.6,79.6,75.0,5.8,8.8,20.5,14.8,9.2,9.0,8.9,10.8,6.3,10.6,81.9,3.8,9.7,4.6,81.2,4.3,9.1,5.1,77.5,67.8,69.3,54.4,4.8,7.7,7.8,15.6,18.5,26.4,24.7,35.6
E08000036,58.2,67.9,!,5.8,1.1,0.7,88.3,3.9,4.2,3.6,87.4,4.9,2.7,4.9,70.9,83.5,50.4,54.1,6.7,6.6,!,16.4,23.8,10.5,39.5,35.3,75.8,70.1,7.5,8.7,11.9,11.0,9.2,11.6,11.2,8.6,10.6,15.9,88.9,3.3,5.6,2.2,88.3,4.0,4.9,2.7,71.0,83.9,56.0,47.1,6.7,8.0,12.6,23.7,23.8,8.6,35.9,38.3
E06000015,39.0,56.4,!,12.0,0.5,0.5,75.6,6.5,9.0,8.8,73.6,8.1,7.2,11.1,75.5,76.2,68.6,59.6,6.7,8.8,19.6,!,18.9,16.3,14.7,38.3,79.4,73.3,7.7,8.7,20.1,13.0,10.2,9.9,8.6,8.4,7.8,12.2,76.5,5.7,12.8,5.0,75.0,6.7,12.5,5.8,75.4,77.2,72.5,42.8,6.6,10.4,11.6,!,19.2,13.8,17.9,53.2
E06000016,46.6,30.9,!,30.7,0.4,!,43.7,7.6,20.3,28.3,40.1,9.6,16.8,33.1,63.7,78.0,59.5,58.2,6.5,8.2,14.5,10.2,31.7,15.0,30.4,35.0,68.9,62.5,9.4,7.8,16.6,11.7,9.6,8.4,8.7,8.4,12.0,15.8,44.6,6.8,36.4,12.3,41.4,8.2,36.5,13.4,63.8,79.9,59.8,55.6,6.8,6.9,11.3,12.7,31.3,14.1,32.5,36.3
E06000018,44.6,47.9,!,17.0,0.8,0.4,66.9,7.7,11.1,14.2,66.1,9.2,8.4,16.1,65.9,74.2,53.4,57.8,7.6,11.0,11.1,13.3,28.6,16.7,39.9,33.3,70.9,64.4,9.1,5.1,20.0,14.7,9.4,9.0,10.9,8.6,8.5,12.9,67.3,7.3,16.5,8.9,67.5,7.9,15.0,9.5,66.3,72.6,60.4,50.0,7.3,14.0,9.0,18.7,28.4,15.5,33.7,38.6
E06000017,47.6,62.1,!,4.8,0.9,1.4,91.4,5.3,1.3,2.0,89.7,6.5,!,3.4,75.3,84.5,!,91.0,4.8,!,!,!,21.0,15.5,!,!,79.8,76.5,4.2,17.6,18.1,15.6,12.0,8.8,7.6,6.0,6.1,8.1,93.7,3.1,1.9,1.4,92.8,3.4,1.5,2.3,75.4,90.7,100.0,86.8,4.6,!,!,!,21.0,!,!,!
E07000032,49.4,63.9,!,!,!,!,98.4,!,!,!,99.4,!,!,!,72.2,!,!,!,!,!,!,!,26.5,!,!,!,73.1,71.7,!,14.3,16.5,17.1,10.9,13.5,6.2,6.3,8.3,6.9,99.2,!,!,!,99.4,!,!,!,72.2,!,!,!,!,!,!,!,26.5,!,!,!
E07000033,45.6,73.4,!,!,!,!,96.0,2.6,!,!,94.4,4.2,!,!,72.0,100.0,!,!,5.6,!,!,!,23.6,!,!,!,77.7,73.5,5.4,5.1,7.1,16.3,9.2,16.3,9.4,8.5,8.5,18.0,95.5,3.1,!,!,95.8,!,!,!,72.4,!,!,!,5.5,!,!,!,23.2,!,!,!
E07000034,43.4,69.2,!,5.1,!,!,92.8,4.2,1.5,1.5,90.9,4.9,!,2.5,75.4,41.5,!,!,3.9,!,!,!,21.4,44.2,!,!,76.0,71.9,5.4,3.6,18.0,7.2,10.3,12.2,8.6,11.0,10.8,17.2,93.3,3.6,2.7,!,91.8,3.9,3.5,!,75.1,!,!,!,3.9,!,!,!,21.7,!,!,!
E07000035,43.0,62.9,!,2.3,!,!,97.1,1.7,!,!,95.3,2.8,!,!,84.3,100.0,!,!,!,!,!,!,15.7,!,!,!,84.3,84.3,!,14.1,25.9,9.7,9.1,11.5,8.4,2.8,5.8,12.9,97.6,!,!,!,96.8,!,!,!,83.7,!,!,!,!,!,!,!,16.3,!,!,!
E07000036,47.5,58.2,!,1.5,!,1.2,97.1,1.4,!,!,97.0,2.2,!,!,80.3,100.0,!,!,2.9,!,!,!,17.2,!,!,!,83.3,80.9,2.9,4.6,20.3,18.1,11.4,11.5,9.2,3.7,9.6,11.7,98.5,!,!,!,98.3,!,!,!,81.5,!,!,!,2.8,!,!,!,16.1,!,!,!
E07000037,51.8,58.8,!,1.7,!,!,93.9,2.7,2.4,!,93.7,2.4,2.3,!,78.7,80.8,!,!,4.3,!,!,!,17.7,!,!,!,82.3,78.8,4.1,9.1,25.9,10.0,12.8,7.0,10.6,9.9,5.8,8.9,96.3,!,2.8,!,95.6,!,3.0,!,78.6,!,75.6,!,4.2,!,!,!,17.8,!,!,!
